Permutation Chi-Sq km10__FREE km11__FREE km12__FREE km13__FREE km14__FREE km15__FREE km16__FREE km17__FREE km18__FREE km19__FREE km1__FREE km20__FREE km21__FREE km22__FREE km23__FREE km24__FREE km2__FREE km3__FREE km9__FREE kp10__FREE kp11__FREE kp12__FREE kp13__FREE kp14__FREE kp15__FREE kp17__FREE kp18__FREE kp19__FREE kp1__FREE kp20__FREE kp21__FREE kp22__FREE kp23__FREE kp24__FREE kp2__FREE kp3__FREE kp9__FREE
gen1751perm74 0.3268122581295334 8.04315573e-02 1.23234769e-02 2.12270173e-03 8.34260355e-04 2.80807849e-01 7.84699558e+00 3.54575791e-03 1.10931273e-01 3.49932641e-03 1.56604275e-01 7.74065943e-02 2.75224482e-02 1.40826963e+00 3.52793687e-03 2.26684285e-02 1.03755551e-01 1.12406075e-01 1.17098089e+00 1.19622067e+01 1.72132008e-06 3.35508268e-06 1.92448038e-08 3.58082870e-05 5.28312558e-01 1.01366488e-07 3.65952797e-07 7.40532291e-07 3.02109566e-07 2.19776048e-05 2.78783419e-08 2.41963037e-08 2.53564954e-06 5.31395197e-07 6.77127872e-05 6.14983381e-06 1.46105858e-01 3.93840144e-07
gen1751perm127 0.3337209389329188 7.54224238e-02 1.23702381e-02 1.69515748e-03 7.73792899e-04 3.08450010e-01 7.10926473e+00 3.59399124e-03 1.12657884e-01 3.27508692e-03 1.51986249e-01 8.21300656e-02 2.75105792e-02 1.30156995e+00 3.44893595e-03 2.31723641e-02 1.04868319e-01 1.22284147e-01 1.07567122e+00 1.06930810e+01 1.72132008e-06 3.43613196e-06 1.80528301e-08 3.32049806e-05 5.28312558e-01 1.01366488e-07 3.65952797e-07 6.89120229e-07 3.05345099e-07 1.93059506e-05 3.13871375e-08 2.67945378e-08 2.63240842e-06 5.66828869e-07 6.47438804e-05 5.95958166e-06 1.46105858e-01 3.63631903e-07
gen1751perm67 0.3385324754915538 7.85546616e-02 1.40446634e-02 1.69515748e-03 8.22034708e-04 2.89400412e-01 8.03268934e+00 3.57516803e-03 1.03950169e-01 3.87190438e-03 1.56303427e-01 8.21300656e-02 3.10218942e-02 1.32023612e+00 3.54481773e-03 2.21852711e-02 1.01614337e-01 1.12406075e-01 1.08637387e+00 1.15036675e+01 1.58055310e-06 3.35508268e-06 2.08292969e-08 3.26533649e-05 5.34858147e-01 1.01366488e-07 4.18049825e-07 7.87636614e-07 3.11862845e-07 2.01194349e-05 3.15253702e-08 2.35995424e-08 2.83653956e-06 4.94385902e-07 6.50150598e-05 6.01677130e-06 1.46105858e-01 3.68854001e-07
gen1751perm139 0.3393861790028745 7.54224238e-02 1.23234769e-02 1.74546879e-03 9.22257718e-04 2.79694731e-01 7.74881804e+00 3.59399124e-03 1.05930040e-01 3.22020954e-03 1.50426031e-01 7.00650457e-02 2.94018197e-02 1.40826963e+00 3.41063245e-03 2.26390265e-02 1.03755551e-01 1.08274466e-01 1.10022264e+00 1.18552451e+01 1.68459098e-06 3.34406097e-06 2.13708964e-08 3.25325132e-05 5.28312558e-01 9.20612964e-08 3.54504725e-07 6.89120229e-07 2.90621409e-07 2.31045252e-05 2.24424088e-08 2.71851346e-08 2.42106504e-06 5.43862726e-07 6.77127872e-05 6.01677130e-06 1.46105858e-01 4.10068215e-07
gen1751perm133 0.3447869573830885 7.54224238e-02 1.26494351e-02 2.12270173e-03 7.77131811e-04 2.93600716e-01 8.06200982e+00 3.59399124e-03 1.03950169e-01 3.49932641e-03 1.50426031e-01 7.00650457e-02 2.94018197e-02 1.43321404e+00 3.41063245e-03 2.26390265e-02 9.81758532e-02 1.12947048e-01 1.26723545e+00 1.18552451e+01 1.78712251e-06 3.31037983e-06 1.89276940e-08 3.31429232e-05 5.28312558e-01 9.08996970e-08 3.42714229e-07 7.87636614e-07 2.85375878e-07 2.07985557e-05 3.32964151e-08 2.73241367e-08 2.65547335e-06 5.24467888e-07 6.39236070e-05 6.01677130e-06 1.46105858e-01 4.34236386e-07
gen1751perm22 0.3480669382330689 7.47206749e-02 1.29956986e-02 2.12270173e-03 7.77390190e-04 2.93600716e-01 8.03643453e+00 3.59399124e-03 1.10931273e-01 5.33597263e-03 1.50426031e-01 7.72820559e-02 2.95700104e-02 1.27391684e+00 3.30688087e-03 2.21852711e-02 1.04868319e-01 1.12406075e-01 1.17098089e+00 1.34184559e+01 1.49667912e-06 3.34406097e-06 1.86059508e-08 3.29777699e-05 5.28312558e-01 1.07817826e-07 3.55761833e-07 6.52419098e-07 3.05924236e-07 2.44399306e-05 2.87411280e-08 2.66554605e-08 2.81402437e-06 5.31395197e-07 6.77127872e-05 6.01677130e-06 1.58273345e-01 3.80809454e-07
gen1751perm126 0.3576954547264755 7.54576346e-02 1.19010043e-02 1.56741527e-03 7.58550602e-04 2.82202012e-01 7.78513974e+00 3.63263464e-03 1.13867198e-01 6.03299272e-03 1.52165979e-01 6.69808754e-02 2.67573407e-02 1.39883507e+00 3.04483228e-03 2.20022301e-02 1.03755551e-01 1.12947048e-01 1.27996866e+00 1.25540460e+01 1.72447008e-06 3.31037983e-06 2.02895200e-08 3.25325132e-05 5.19248424e-01 1.03049882e-07 3.65599446e-07 6.82421042e-07 3.11862845e-07 2.31045252e-05 2.79715663e-08 3.07912464e-08 2.79860802e-06 5.31395197e-07 6.64027842e-05 6.11637923e-06 1.46105858e-01 4.20049022e-07
gen1751perm54 0.3592470950943851 6.78722062e-02 1.23234769e-02 1.59785641e-03 7.05492562e-04 2.93600716e-01 7.84699558e+00 3.59399124e-03 1.10931273e-01 3.87190438e-03 1.56604275e-01 8.21300656e-02 2.75262986e-02 1.40826963e+00 3.26372467e-03 2.26390265e-02 1.03755551e-01 1.12406075e-01 1.17098089e+00 1.16182528e+01 1.62303639e-06 3.35508268e-06 1.92448038e-08 3.04715620e-05 5.28312558e-01 1.11196351e-07 3.65952797e-07 6.60261866e-07 2.64894326e-07 2.01194349e-05 3.37400008e-08 2.50807160e-08 2.53564954e-06 5.31395197e-07 6.43070727e-05 6.01677130e-06 1.41061625e-01 3.93840144e-07
gen1751perm31 0.3612306978009875 6.94505852e-02 1.23234769e-02 1.66027395e-03 8.76689134e-04 2.95630152e-01 8.08142217e+00 3.59399124e-03 1.12657884e-01 4.22808945e-03 1.52165979e-01 7.40901783e-02 2.67573407e-02 1.18459264e+00 3.75553170e-03 2.31723641e-02 9.77123219e-02 1.12406075e-01 1.17098089e+00 1.18823905e+01 1.96410460e-06 3.31037983e-06 1.88861392e-08 3.27197230e-05 5.29318094e-01 1.11196351e-07 3.47825732e-07 7.40532291e-07 3.11361870e-07 2.31045252e-05 2.06312881e-08 3.07912464e-08 2.53564954e-06 5.18974553e-07 7.09871895e-05 6.01677130e-06 1.46105858e-01 3.93840144e-07
gen1751perm89 0.3620544029685326 7.54224238e-02 1.23234769e-02 1.59228306e-03 7.15109105e-04 2.80807849e-01 7.84699558e+00 3.59399124e-03 1.22414660e-01 3.58849607e-03 1.61732955e-01 8.21300656e-02 2.67765650e-02 1.28309646e+00 3.08052962e-03 2.18336780e-02 1.03755551e-01 1.12406075e-01 1.07976930e+00 1.12779136e+01 1.72132008e-06 3.31037983e-06 2.13708964e-08 3.25325132e-05 5.28312558e-01 1.01366488e-07 3.72509069e-07 7.40532291e-07 3.12409319e-07 2.19776048e-05 3.12824429e-08 2.51339257e-08 2.61682402e-06 5.25322130e-07 6.77127872e-05 6.01677130e-06 1.46105858e-01 4.06355742e-07
gen1751perm99 0.3621858173294974 7.51937812e-02 1.14860679e-02 1.47790746e-03 8.34260355e-04 2.82202012e-01 7.84699558e+00 3.34927836e-03 1.09531250e-01 3.87190438e-03 1.52165979e-01 9.11532288e-02 3.00557818e-02 1.36354053e+00 3.23089062e-03 2.21852711e-02 1.03755551e-01 1.12406075e-01 1.23684679e+00 1.14470723e+01 1.68009516e-06 3.15949676e-06 1.98950995e-08 3.26533649e-05 5.28312558e-01 9.57394934e-08 3.65952797e-07 6.96044961e-07 2.96937080e-07 2.07417021e-05 2.54347646e-08 2.71851346e-08 2.59403163e-06 5.24253277e-07 6.73582974e-05 5.41753146e-06 1.46105858e-01 3.93840144e-07
gen1751perm79 0.3653869712514286 7.48759022e-02 1.22640353e-02 2.26788567e-03 8.11875278e-04 2.82949194e-01 7.41828593e+00 3.57053042e-03 1.02872151e-01 4.92566697e-03 1.52984308e-01 7.15229834e-02 2.90511913e-02 1.16496282e+00 3.52793687e-03 2.21852711e-02 1.03755551e-01 1.12406075e-01 1.07837738e+00 1.21689725e+01 1.57192725e-06 3.31037983e-06 1.95702800e-08 3.19606070e-05 5.31280898e-01 9.73789718e-08 3.83843297e-07 7.87636614e-07 3.14007772e-07 2.31045252e-05 2.18301725e-08 2.65523050e-08 2.53564954e-06 5.31395197e-07 6.77127872e-05 6.01677130e-06 1.46105858e-01 3.86057960e-07
gen1751perm40 0.3665489526463038 7.48759022e-02 1.29956986e-02 1.66027395e-03 7.38606294e-04 2.93600716e-01 8.06200982e+00 3.59399124e-03 1.12657884e-01 5.10097946e-03 1.56604275e-01 6.60477619e-02 2.74238281e-02 1.17754920e+00 3.41063245e-03 2.26390265e-02 1.07534072e-01 1.12077080e-01 1.27556544e+00 1.22397805e+01 1.58374085e-06 3.34406097e-06 1.94391929e-08 3.10032091e-05 5.46574273e-01 9.20369779e-08 3.42714229e-07 7.40532291e-07 3.18343559e-07 2.40142825e-05 3.36371471e-08 2.90604662e-08 2.79436569e-06 5.31395197e-07 6.77127872e-05 6.01677130e-06 1.46105858e-01 3.93840144e-07
gen1751perm14 0.3670017415591622 7.47206749e-02 1.18474032e-02 2.30567866e-03 8.60485834e-04 2.93600716e-01 8.07340771e+00 3.59399124e-03 1.09531250e-01 3.31508713e-03 1.52165979e-01 7.40901783e-02 3.22566195e-02 1.20365621e+00 3.41063245e-03 2.26390265e-02 1.09445739e-01 1.12406075e-01 1.17098089e+00 1.30219551e+01 1.41245500e-06 3.50407979e-06 2.02366317e-08 3.29777699e-05 5.29318094e-01 9.73789718e-08 4.30704639e-07 6.92681267e-07 3.22356912e-07 2.39805533e-05 2.87411280e-08 2.89287882e-08 2.33443568e-06 5.82854808e-07 6.73582974e-05 6.01677130e-06 1.33619225e-01 3.45934036e-07
gen1751perm96 0.3693651006789926 7.48109686e-02 1.34601227e-02 1.70734175e-03 8.31674850e-04 2.79694731e-01 7.78513974e+00 3.28558236e-03 1.13931899e-01 3.22020954e-03 1.52165979e-01 9.11532288e-02 2.51316197e-02 1.34563827e+00 3.41063245e-03 2.10227042e-02 1.06880984e-01 1.12406075e-01 1.06529941e+00 1.25716703e+01 1.67744936e-06 3.31037983e-06 1.98950995e-08 3.32860682e-05 5.28312558e-01 1.03764873e-07 3.68164309e-07 7.17406807e-07 3.12409319e-07 2.31045252e-05 2.06401483e-08 2.71851346e-08 2.81402437e-06 5.31395197e-07 6.60251229e-05 6.01677130e-06 1.46105858e-01 3.93840144e-07
gen1751perm29 0.3784793822454915 7.48109686e-02 1.12056900e-02 1.66027395e-03 7.77390190e-04 2.76173196e-01 7.21144337e+00 3.59399124e-03 1.15141317e-01 3.42219701e-03 1.56604275e-01 8.01403881e-02 2.51316197e-02 1.40826963e+00 2.94136801e-03 2.19879409e-02 1.06880984e-01 1.12406075e-01 1.17098089e+00 1.16182528e+01 1.72132008e-06 3.35508268e-06 1.88115466e-08 3.25325132e-05 5.28312558e-01 1.01318953e-07 3.65952797e-07 7.26375732e-07 3.03549311e-07 2.19383394e-05 3.15253702e-08 2.58286883e-08 2.81402437e-06 5.31395197e-07 7.22210568e-05 6.01677130e-06 1.60001102e-01 3.74874775e-07
gen1751perm61 0.3849790122837671 7.54224238e-02 1.22581417e-02 1.70734175e-03 8.34260355e-04 2.82949194e-01 7.92892981e+00 3.54148542e-03 1.10931273e-01 3.83118086e-03 1.56604275e-01 8.73576430e-02 2.73264705e-02 1.26757283e+00 3.41063245e-03 2.31015738e-02 1.05718303e-01 1.15468873e-01 1.17098089e+00 1.19606954e+01 1.68009516e-06 3.31037983e-06 1.98950995e-08 3.27197230e-05 5.28312558e-01 1.03059801e-07 3.65952797e-07 7.87636614e-07 2.67585534e-07 2.01194349e-05 2.24424088e-08 2.71851346e-08 2.80563035e-06 5.24253277e-07 6.24198633e-05 5.99769208e-06 1.33185842e-01 3.52980800e-07
gen1751perm53 0.3860005771459217 7.57049238e-02 1.29956986e-02 1.45661794e-03 8.34260355e-04 2.88641327e-01 7.84699558e+00 3.59399124e-03 1.06875302e-01 3.49932641e-03 1.56604275e-01 7.50617661e-02 2.75224482e-02 1.12359361e+00 3.23089062e-03 2.54609952e-02 1.03755551e-01 1.12406075e-01 1.28544511e+00 1.21842747e+01 1.82745161e-06 3.31037983e-06 1.81035215e-08 3.25325132e-05 5.28312558e-01 1.01366488e-07 3.98970921e-07 7.40532291e-07 3.19291918e-07 2.19776048e-05 2.72280110e-08 2.73508493e-08 2.53564954e-06 5.74142939e-07 6.57866781e-05 5.98383675e-06 1.46105858e-01 3.95955286e-07
gen1751perm13 0.3944439487587108 8.26275448e-02 1.25897785e-02 1.71876842e-03 8.34260355e-04 2.79777691e-01 7.78513974e+00 3.52725990e-03 1.10931273e-01 5.39852180e-03 1.55771099e-01 7.15229834e-02 2.33253799e-02 1.36354053e+00 3.00755508e-03 2.17484525e-02 1.03344994e-01 1.12406075e-01 1.16320033e+00 1.24237020e+01 1.58120325e-06 3.30965310e-06 1.90483561e-08 3.29777699e-05 5.28312558e-01 1.03215861e-07 4.41958342e-07 6.91915291e-07 2.73244969e-07 2.10119223e-05 2.48169350e-08 2.65523050e-08 2.74671040e-06 5.31395197e-07 6.73582974e-05 6.01677130e-06 1.53719244e-01 3.80809454e-07
gen1751perm123 0.4007251304382859 6.98522434e-02 1.29902954e-02 2.12270173e-03 8.39182399e-04 2.93600716e-01 8.06200982e+00 3.59399124e-03 1.05930040e-01 4.53609867e-03 1.56604275e-01 8.01403881e-02 2.72092497e-02 1.07454044e+00 3.41063245e-03 2.26390265e-02 1.03344994e-01 1.15396499e-01 1.17098089e+00 1.22397805e+01 1.68459098e-06 3.34406097e-06 1.88861392e-08 3.32049806e-05 4.84765271e-01 9.57394934e-08 3.23448054e-07 7.65411349e-07 2.90621409e-07 2.43344449e-05 3.01806889e-08 2.73508493e-08 2.81402437e-06 4.94439688e-07 6.86845249e-05 6.01677130e-06 1.46105858e-01 3.77356953e-07
gen1751perm28 0.4019667274831093 7.45341107e-02 1.18880385e-02 2.12270173e-03 8.60485834e-04 3.33151993e-01 7.78513974e+00 3.57516803e-03 1.03950169e-01 3.37115168e-03 1.56194729e-01 7.40901783e-02 2.49161291e-02 1.43321404e+00 3.12558237e-03 2.17518702e-02 1.06880984e-01 1.22020570e-01 1.27894067e+00 1.19606954e+01 1.81129758e-06 3.35508268e-06 2.08292969e-08 3.31429232e-05 5.28312558e-01 9.08996970e-08 3.55761833e-07 7.44398590e-07 2.85375878e-07 2.39005163e-05 2.79097931e-08 2.46458359e-08 2.39188120e-06 5.24467888e-07 6.77127872e-05 6.01677130e-06 1.46105858e-01 3.89148270e-07
gen1751perm132 0.4035576857563156 7.85938050e-02 1.23234769e-02 1.70734175e-03 9.13104853e-04 2.80807849e-01 7.78513974e+00 3.59399124e-03 1.12657884e-01 3.67472996e-03 1.69947239e-01 8.01403881e-02 2.75605078e-02 1.28276080e+00 2.80359582e-03 2.19340951e-02 1.03755551e-01 1.12406075e-01 1.17098089e+00 1.16182528e+01 1.72132008e-06 3.29371555e-06 1.92448038e-08 3.06513243e-05 5.74161697e-01 8.93046814e-08 3.65952797e-07 7.40532291e-07 2.88629367e-07 2.52817812e-05 2.86139369e-08 2.73508493e-08 2.55086866e-06 5.70566825e-07 6.77127872e-05 5.86685978e-06 1.46105858e-01 3.93840144e-07
gen1751perm84 0.4040706525122738 7.22121870e-02 1.29956986e-02 2.12270173e-03 7.77390190e-04 2.82202012e-01 8.03643453e+00 3.57516803e-03 1.03950169e-01 3.87190438e-03 1.50426031e-01 7.36306620e-02 2.93909212e-02 1.43321404e+00 3.33328663e-03 2.20022301e-02 1.04868319e-01 1.12947048e-01 1.17098089e+00 1.04634767e+01 1.57192725e-06 3.14665696e-06 2.08292969e-08 3.58177916e-05 4.88354671e-01 1.01366488e-07 3.96642080e-07 6.59741113e-07 3.11862845e-07 2.19776048e-05 2.70208273e-08 2.49109436e-08 2.84556067e-06 5.31395197e-07 6.77127872e-05 6.04598516e-06 1.58127897e-01 3.93840144e-07
gen1751perm8 0.4073343573210976 6.92148523e-02 1.25517245e-02 2.22886973e-03 8.11875278e-04 2.71451962e-01 8.03643453e+00 3.57516803e-03 1.07049831e-01 3.87190438e-03 1.52165979e-01 7.09933552e-02 2.90511913e-02 1.43321404e+00 3.41063245e-03 2.16580039e-02 1.03755551e-01 1.12406075e-01 1.16841389e+00 1.24254925e+01 1.57192725e-06 3.58451256e-06 2.02815142e-08 3.31429232e-05 4.89522215e-01 9.08996970e-08 3.55761833e-07 7.87636614e-07 2.85375878e-07 2.31045252e-05 2.15917055e-08 2.71851346e-08 2.72286647e-06 5.31395197e-07 6.77127872e-05 5.79793737e-06 1.46105858e-01 3.93840144e-07
gen1751perm87 0.4232071845105546 6.88719394e-02 1.23234769e-02 1.54127174e-03 8.76689134e-04 2.89475051e-01 8.11048780e+00 3.81194708e-03 1.13708151e-01 4.14171119e-03 1.52165979e-01 6.96743933e-02 2.80491058e-02 1.40826963e+00 3.58287025e-03 2.19340951e-02 1.08127275e-01 1.12406075e-01 1.17098089e+00 1.27246778e+01 1.74240866e-06 3.57639679e-06 1.92448038e-08 3.26533649e-05 5.28312558e-01 9.80994909e-08 3.55761833e-07 7.87636614e-07 3.12409319e-07 2.15878113e-05 2.24424088e-08 3.00803336e-08 2.90121805e-06 5.40178340e-07 6.77127872e-05 6.01677130e-06 1.46105858e-01 3.76157801e-07
gen1751perm121 0.4278780262876200 6.95996184e-02 1.23234769e-02 1.63519274e-03 7.76000953e-04 2.79694731e-01 7.84699558e+00 3.59399124e-03 1.08348615e-01 3.22020954e-03 1.46183730e-01 6.80020914e-02 2.94500896e-02 1.32750067e+00 3.23089062e-03 2.33855806e-02 9.99523086e-02 1.12406075e-01 1.17098089e+00 1.16182528e+01 1.88160971e-06 3.35508268e-06 1.96277497e-08 3.32049806e-05 5.28312558e-01 9.20612964e-08 3.50811616e-07 6.89049357e-07 3.11862845e-07 2.31045252e-05 2.24424088e-08 2.71851346e-08 2.95627731e-06 5.28538556e-07 6.77127872e-05 6.01677130e-06 1.46105858e-01 3.80954883e-07
gen1751perm63 0.4412308130267200 7.54224238e-02 1.29666745e-02 1.70734175e-03 8.06822781e-04 3.05305991e-01 7.84699558e+00 3.59399124e-03 1.12657884e-01 3.37862135e-03 1.41693836e-01 7.70871512e-02 2.53822091e-02 1.27391684e+00 3.49795544e-03 2.19340951e-02 1.13569133e-01 1.12077080e-01 1.06077749e+00 1.16182528e+01 1.58075247e-06 3.35508268e-06 1.94391929e-08 3.25325132e-05 5.28312558e-01 9.94248289e-08 3.65952797e-07 7.40532291e-07 3.22792961e-07 2.15469195e-05 2.86139369e-08 2.93470591e-08 2.65547335e-06 5.52208524e-07 6.17801878e-05 6.01677130e-06 1.46105858e-01 3.93840144e-07
gen1751perm18 0.5940329340608972 7.02270921e-02 1.30122027e-02 1.63031325e-03 8.34260355e-04 2.49660918e-01 7.99310859e+00 3.79293702e-03 1.09531250e-01 3.87190438e-03 1.52165979e-01 9.11532288e-02 2.75224482e-02 1.18459264e+00 3.05459983e-03 2.26684285e-02 1.04868319e-01 1.12406075e-01 1.07068563e+00 1.18823905e+01 1.68009516e-06 3.35508268e-06 1.96520832e-08 3.29777699e-05 5.29318094e-01 1.11196351e-07 3.27369300e-07 7.98961146e-07 3.22356912e-07 2.42970670e-05 3.15253702e-08 3.07912464e-08 2.53564954e-06 5.34116889e-07 6.73582974e-05 6.11637923e-06 1.46105858e-01 3.93840144e-07
